"country_of_residence","inputstate","res_region","res_division","votereg","ND_votereg","inputregstate","reg_region","reg_division","birthyr","age5","state_election_type","primaryvote","partyvote","ENTHUSIM","gnddirect","CHOICE20_MD1_1","CHOICE20_MD1_2","CHOICE20_MD1_3","CHOICE20_MD1_4","CHOICE20_MD1_5","CHOICE20_MD2_1","CHOICE20_MD2_2","CHOICE20_MD2_3","CHOICE20_MD2_4","CHOICE20_MD2_5","CHOICE20_MD3_1","CHOICE20_MD3_2","CHOICE20_MD3_3","CHOICE20_MD3_4","CHOICE20_MD3_5","CHOICE20_MD4_1","CHOICE20_MD4_2","CHOICE20_MD4_3","CHOICE20_MD4_4","CHOICE20_MD4_5","CHOICE20_MD5_1","CHOICE20_MD5_2","CHOICE20_MD5_3","CHOICE20_MD5_4","CHOICE20_MD5_5","CHOICE20_MD6_1","CHOICE20_MD6_2","CHOICE20_MD6_3","CHOICE20_MD6_4","CHOICE20_MD6_5","CHOICE20_MD7_1","CHOICE20_MD7_2","CHOICE20_MD7_3","CHOICE20_MD7_4","CHOICE20_MD7_5","CHOICE20_MD8_1","CHOICE20_MD8_2","CHOICE20_MD8_3","CHOICE20_MD8_4","CHOICE20_MD8_5","CHOICE20_MD9_1","CHOICE20_MD9_2","CHOICE20_MD9_3","CHOICE20_MD9_4","CHOICE20_MD9_5","CHOICE20_MD10_1","CHOICE20_MD10_2","CHOICE20_MD10_3","CHOICE20_MD10_4","CHOICE20_MD10_5","CHOICE20_MD11_1","CHOICE20_MD11_2","CHOICE20_MD11_3","CHOICE20_MD11_4","CHOICE20_MD11_5","CHOICE20_MD12_1","CHOICE20_MD12_2","CHOICE20_MD12_3","CHOICE20_MD12_4","CHOICE20_MD12_5","CHOICE20_MD13_1","CHOICE20_MD13_2","CHOICE20_MD13_3","CHOICE20_MD13_4","CHOICE20_MD13_5","CHOICE20_MD14_1","CHOICE20_MD14_2","CHOICE20_MD14_3","CHOICE20_MD14_4","CHOICE20_MD14_5","CHOICE20_MD15_1","CHOICE20_MD15_2","CHOICE20_MD15_3","CHOICE20_MD15_4","CHOICE20_MD15_5","CHOICE20_MD16_1","CHOICE20_MD16_2","CHOICE20_MD16_3","CHOICE20_MD16_4","CHOICE20_MD16_5","CHOICE20_MD17_1","CHOICE20_MD17_2","CHOICE20_MD17_3","CHOICE20_MD17_4","CHOICE20_MD17_5","cand_allocator_djt_1","cand_allocator_col_1","cand_allocator_wom_1","cand_allocator_yng_1","cand_allocator_m4a_1","cand_allocator_abt_1","cand_allocator_ira_1","cand_allocator_rep_1","cand_allocator_fp_1","cand_allocator_exp_1","cand_allocator_leg_1","cand_allocator_ice_1","cand_allocator_env_1","cand_allocator_min_1","cand_allocator_rur_1","cand_allocator_tax_1","cand_allocator_oil_1","cand_allocator_imp_1","app_dtrmp","turnout16","presvote16post","presvote16post_t","turnout18post","housevote18post","housevote18post_t","pid3","pid3_t","pid7","pid3_condensed","ideo5","ideo3","pp18_polactions_1","pp18_polactions_2","pp18_polactions_3","pp18_polactions_4","pp18_polactions_5","pp18_polactions_6","pp18_polactions_7","pp18_polactions_8","pp18_polactions_t","gender","educ","educ4","educ2","race","race_t","race4","race3","race2","hispanic","anychild","child18","marstat","urbancity","urbancity_t","faminc_new","faminc5","employ","job","union_combined_1","union_combined_5","union_combined_2","union_combined_6","union_combined_3","union_combined_4","newsint","religpew","religpew_t","pew_bornagain","pew_churatd","weight"
840,17,2,3,1,,17,2,3,1989,2,2,1,1,10,1,2,1,,,,,1,,2,,,1,2,,,,1,,2,,1,,2,,,1,,2,,,,,1,2,,,,1,2,,,,2,1,,,2,,1,,1,,,2,,2,,,,1,1,,2,,,,,2,,1,,1,,,2,,1,,2,,,2,1,,,10,0,6,0,11,0,0,0,14,0,10,0,9,10,0,0,30,0,4,1,4,"__NA__",1,1,"__NA__",1,"__NA__",1,1,2,1,0,0,1,0,0,0,0,0,"__NA__",2,6,4,2,1,"__NA__",1,1,1,2,2,2,5,1,"__NA__",6,2,1,"__NA__",1,0,0,0,0,0,2,1,"__NA__",2,4,0.7695
840,21,3,6,1,,21,3,6,1957,4,2,1,2,5,6,,2,,1,,2,,1,,,,2,,,1,,2,,,1,,,,2,1,,2,,,1,2,,,1,,,,2,1,,,,,2,1,,,,2,1,2,,1,,,,,,2,1,2,,,1,,,2,1,,,,2,,1,,2,,,,1,2,,,1,,0,0,0,0,0,0,0,40,6,4,9,0,0,1,20,0,20,0,2,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,5,3,0,0,0,0,0,0,0,1,"__NA__",2,4,2,1,1,"__NA__",1,1,1,2,1,2,3,4,"__NA__",4,2,1,"__NA__",0,0,0,0,1,0,1,1,"__NA__",2,3,0.9475
840,6,4,9,1,,6,4,9,1959,4,2,1,2,7,5,,2,1,,,2,,,,1,,2,,1,,,1,,,2,,2,,1,,,1,2,,,2,1,,,,,,2,1,,2,,,1,,,2,,,1,2,,,,1,2,,,1,,1,2,,,,,2,,,1,,2,,,1,2,,,1,,1,,2,,,0,0,0,0,0,0,0,85,10,0,0,0,0,0,0,0,5,0,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",6,2,3,2,0,0,0,0,0,0,0,1,"__NA__",2,2,1,1,1,"__NA__",1,1,1,2,1,2,1,2,"__NA__",9,3,1,"__NA__",1,0,0,0,0,0,1,1,"__NA__",1,4,1.3389
840,33,1,1,1,,33,1,1,1952,5,2,1,2,5,4,1,,2,,,,2,,,1,,2,1,,,2,,1,,,2,,,1,,1,2,,,,1,2,,,,2,1,,,,2,,,,1,2,,,1,,1,2,,,,2,,1,,,1,2,,,,,2,,,1,,2,,1,,2,,1,,,1,,,,2,0,0,0,0,0,0,0,50,25,0,0,0,15,0,10,0,0,0,2,1,2,"__NA__",1,2,"__NA__",3,"__NA__",5,3,4,3,0,0,0,0,0,0,0,1,"__NA__",1,3,2,1,1,"__NA__",1,1,1,2,1,2,1,3,"__NA__",9,3,1,"__NA__",0,0,0,0,1,0,2,2,"__NA__",2,5,0.5106
840,20,2,4,1,,20,2,4,1993,1,1,1,3,8,5,,2,,,1,,2,,1,,1,2,,,,2,,1,,,,,2,,1,,,2,,1,,,1,2,,1,,2,,,2,,1,,,,1,,2,,1,,2,,,2,,,1,,2,,1,,,1,,2,,,,2,1,,,,1,,,2,,1,2,,,0,0,0,0,0,0,15,65,0,0,0,0,10,0,0,0,10,0,2,1,3,"__NA__",1,5,"Libertarian",4,"Libertarian",4,3,3,2,0,0,0,0,1,0,0,0,"__NA__",2,4,2,1,1,"__NA__",1,1,1,2,2,2,1,2,"__NA__",8,3,7,"__NA__",0,0,0,0,1,0,2,6,"__NA__",2,5,1.8472
840,55,2,3,1,,55,2,3,1966,3,2,4,1,9,2,2,1,,,,1,,,2,,,1,,,2,,,,1,2,1,2,,,,1,2,,,,1,,,,2,2,,1,,,1,2,,,,,,2,,1,,1,,,2,1,,2,,,,2,,,1,,,1,,2,2,,,1,,2,1,,,,2,,1,,,15,0,0,10,0,25,0,0,0,0,0,0,15,5,0,10,20,0,4,1,1,"__NA__",1,1,"__NA__",3,"__NA__",3,3,2,1,0,0,0,0,0,0,0,1,"__NA__",2,4,2,1,1,"__NA__",1,1,1,2,2,2,5,2,"__NA__",1,1,4,"__NA__",0,0,0,0,1,0,1,11,"__NA__",2,5,0.7749
840,15,4,9,1,,15,4,9,1969,3,1,1,1,9,1,1,,,,2,1,,,,2,1,,,,2,1,2,,,,1,,,,2,,1,,2,,1,,,,2,2,,1,,,1,,,2,,,,,2,1,1,,,2,,1,,,,2,,,,2,1,1,2,,,,,,2,1,,2,1,,,,,,1,2,,80,0,0,0,0,0,0,0,5,0,0,0,5,0,10,0,0,0,4,1,1,"__NA__",1,1,"__NA__",3,"__NA__",3,3,2,1,0,0,0,0,0,0,0,1,"__NA__",1,6,4,2,4,"__NA__",4,1,2,2,2,2,5,2,"__NA__",97,6,1,"__NA__",0,0,0,1,0,0,1,7,"__NA__",2,6,0.84
840,24,3,5,1,,24,3,5,1967,3,2,2,1,1,1,1,,,,2,2,,,1,,,,1,,2,,2,1,,,,,1,,2,,2,1,,,2,,1,,,,1,,,2,,1,2,,,1,,,2,,2,1,,,,,2,1,,,2,1,,,,2,1,,,,,,,1,2,,1,,,2,2,,1,,,0,0,0,0,20,0,0,0,0,0,0,0,40,0,0,20,0,20,4,1,6,"__NA__",1,1,"__NA__",1,"__NA__",2,1,2,1,0,0,0,0,0,0,0,1,"__NA__",2,5,3,2,2,"__NA__",2,2,2,2,1,2,1,1,"__NA__",14,5,7,"__NA__",0,0,0,0,1,0,1,12,"__NA__",2,6,0.4133
840,4,4,8,1,,4,4,8,1950,5,2,1,3,10,2,,2,,1,,1,,2,,,,1,2,,,2,,1,,,1,,,2,,1,,,2,,1,,2,,,,,1,2,,1,2,,,,,2,,,1,1,,,,2,1,,,2,,2,1,,,,1,,,2,,,1,,2,,1,2,,,,,,2,,1,15,10,0,0,0,0,0,0,40,10,0,0,0,0,0,10,5,10,2,1,1,"__NA__",1,1,"__NA__",3,"__NA__",4,3,3,2,0,0,0,0,0,0,0,1,"__NA__",1,4,2,1,1,"__NA__",1,1,1,2,1,2,5,2,"__NA__",97,6,1,"__NA__",0,0,0,0,1,0,1,10,"__NA__",2,6,0.4685
840,17,2,3,1,,17,2,3,1963,4,2,3,3,7,2,,2,,1,,2,,,1,,,2,,1,,2,,,1,,,1,,2,,,2,,,1,2,,,1,,,,2,,1,2,,,,1,,,,2,1,2,,,,1,,1,,,2,2,,,1,,2,,,1,,2,,1,,,,,2,1,,2,,1,,,0,0,0,0,10,0,0,15,20,20,30,0,0,0,5,0,0,0,5,1,2,"__NA__",1,1,"__NA__",3,"__NA__",5,3,3,2,0,0,0,0,0,0,0,1,"__NA__",1,3,2,1,1,"__NA__",1,1,1,2,2,2,5,1,"__NA__",97,6,4,"__NA__",0,0,0,0,1,0,2,2,"__NA__",2,2,0.9049
840,12,3,5,1,,12,3,5,1988,2,2,2,2,10,2,1,,2,,,,1,2,,,,2,,1,,,2,,1,,1,,2,,,,,1,,2,1,,,,2,,2,,1,,1,,,,2,1,,,2,,2,,,,1,,1,,,2,2,,1,,,,1,,,2,,,2,,1,,2,1,,,1,,,2,,0,7,10,0,0,7,12,16,0,0,7,0,10,12,9,10,0,0,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,3,2,1,0,1,0,0,0,0,0,"__NA__",2,5,3,2,1,"__NA__",1,1,1,1,1,1,1,1,"__NA__",10,4,1,"__NA__",1,0,0,0,0,0,3,2,"__NA__",1,2,0.2016
840,47,3,6,1,,47,3,6,2000,1,2,1,1,8,2,1,,,,2,2,,1,,,2,,1,,,,2,1,,,1,,,,2,2,,,1,,,,,1,2,2,,1,,,2,,,,1,,1,,,2,,,,1,2,2,,,1,,1,,2,,,,,2,,1,1,,,,2,2,1,,,,2,1,,,,25,10,0,0,10,40,0,0,0,0,0,0,5,10,0,0,0,0,4,2,7,"__NA__",2,,"__NA__",1,"__NA__",2,1,2,1,0,0,0,0,1,0,0,0,"__NA__",2,3,2,1,6,"__NA__",4,1,2,1,2,2,5,1,"__NA__",4,2,8,"__NA__",0,0,0,0,1,0,2,10,"__NA__",2,5,1.7039
840,6,4,9,1,,6,4,9,1986,2,2,1,2,10,1,2,1,,,,1,,,2,,,1,,2,,,1,,2,,,,2,1,,,,1,,2,2,,,,1,1,,,2,,,,1,,2,2,,,1,,2,,1,,,,2,,,1,2,1,,,,,,2,,1,,,,1,2,,,1,,2,,1,,,2,0,0,0,0,0,24,0,0,20,18,0,23,0,0,0,15,0,0,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,1,1,0,0,1,0,1,0,0,0,"__NA__",2,2,1,1,1,"__NA__",1,1,1,2,1,1,1,1,"__NA__",9,3,1,"__NA__",0,0,0,0,1,0,1,2,"__NA__",2,3,0.8306
840,35,4,8,1,,35,4,8,1949,5,2,2,1,9,5,,1,,2,,1,2,,,,1,2,,,,1,,,2,,,1,,2,,1,,,2,,1,,2,,,,,2,1,,,,1,,2,2,,,1,,1,2,,,,,1,,2,,1,,,2,,1,2,,,,1,2,,,,2,,1,,,,,,1,2,0,0,12,10,0,9,0,24,10,8,3,0,5,0,7,5,7,0,2,1,2,"__NA__",2,,"__NA__",3,"__NA__",5,3,3,2,0,0,0,0,0,0,0,1,"__NA__",1,6,4,2,1,"__NA__",1,1,1,2,1,2,1,2,"__NA__",5,2,2,"__NA__",0,0,0,0,1,0,1,5,"__NA__",2,6,0.7545
840,6,4,9,1,,32,4,8,1980,2,1,1,1,8,2,,,1,,2,,1,,,2,1,,,,2,,,1,2,,1,,2,,,1,,,2,,1,,,2,,,,1,2,,1,2,,,,,2,,,1,1,,,2,,,,1,,2,2,1,,,,,,,1,2,,1,2,,,1,,2,,,,2,,,1,0,0,0,0,20,20,5,5,0,0,0,0,5,20,0,25,0,0,4,1,1,"__NA__",1,5,"Stein",3,"__NA__",3,3,3,2,0,1,1,0,0,1,0,0,"__NA__",2,2,1,1,3,"__NA__",3,3,2,1,1,1,3,2,"__NA__",7,3,2,"__NA__",0,0,0,0,1,0,2,11,"__NA__",2,4,0.534
840,48,3,7,1,,48,3,7,1958,4,2,1,2,10,5,,2,,1,,,,,2,1,2,,1,,,,,,1,2,,2,1,,,,,2,1,,2,,,1,,,,1,,2,2,,,,1,,1,2,,,2,,,1,,2,,,,1,,2,1,,,1,,,2,,,,1,2,,2,,1,,,,1,2,,,0,0,0,0,0,0,0,67,0,0,0,0,0,0,33,0,0,0,1,1,2,"__NA__",1,2,"__NA__",3,"__NA__",5,3,4,3,0,0,0,0,0,0,1,0,"__NA__",2,3,2,1,1,"__NA__",1,1,1,2,1,2,4,3,"__NA__",3,1,4,"__NA__",0,0,0,0,1,0,1,1,"__NA__",1,4,0.9475
840,6,4,9,1,,6,4,9,1951,5,2,1,2,10,5,2,,,1,,,2,1,,,,2,,1,,2,,,1,,2,,,,1,2,,1,,,2,,,1,,2,,,1,,2,,1,,,1,,2,,,,2,1,,,2,,,1,,2,,,1,,1,2,,,,,2,,,1,2,,,,1,,,2,1,,0,0,0,0,0,0,5,57,5,0,0,0,0,0,30,0,3,0,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,5,3,0,0,1,0,1,0,0,0,"__NA__",1,3,2,1,7,"Italian",4,1,2,2,1,2,1,2,"__NA__",97,6,1,"__NA__",0,0,0,0,1,0,1,2,"__NA__",2,4,0.4988
840,39,2,3,1,,39,2,3,1963,4,2,1,2,9,2,,1,,,2,2,,,1,,,1,,2,,2,,,1,,2,1,,,,,,1,2,,2,1,,,,2,,1,,,2,,1,,,1,2,,,,2,,1,,,1,2,,,,2,,,,1,,2,,,1,,2,,,1,2,,1,,,,2,,1,,0,0,11,6,0,0,0,71,5,0,0,0,0,0,0,0,7,0,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,5,3,0,0,0,0,0,0,0,1,"__NA__",2,3,2,1,1,"__NA__",1,1,1,2,1,2,1,2,"__NA__",97,6,1,"__NA__",1,0,0,0,0,0,1,2,"__NA__",2,2,0.9276
840,42,1,2,1,,42,1,2,1998,1,2,1,2,10,5,,2,,1,,2,,,,1,1,2,,,,,,,1,2,,2,,1,,,2,,,1,2,,,,1,1,2,,,,2,,1,,,1,,2,,,2,,1,,,2,1,,,,,2,1,,,2,1,,,,,2,,,1,1,2,,,,1,,2,,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,2,7,"__NA__",1,2,"__NA__",3,"__NA__",4,3,4,3,0,0,0,0,0,0,0,1,"__NA__",2,4,2,1,1,"__NA__",1,1,1,2,2,2,5,2,"__NA__",4,2,2,"__NA__",0,0,1,0,0,0,2,2,"__NA__",2,5,1.503
840,4,4,8,1,,4,4,8,1966,3,2,3,2,7,6,1,2,,,,2,,,1,,,1,,,2,,,2,1,,,,2,,1,2,1,,,,,,1,,2,2,1,,,,,1,2,,,,,1,,2,2,1,,,,2,,,1,,,,2,1,,2,,,1,,,,,2,1,2,,,,1,,,,2,1,0,0,5,5,30,12,0,0,20,0,15,0,3,0,10,0,0,0,2,1,2,"__NA__",1,2,"__NA__",2,"__NA__",6,2,6,2,0,0,0,0,0,0,0,1,"__NA__",1,3,2,1,1,"__NA__",1,1,1,2,2,2,5,2,"__NA__",1,1,2,"__NA__",0,0,0,0,0,1,3,12,"__NA__",1,1,1.0809
840,48,3,7,1,,48,3,7,1971,3,2,3,1,5,2,1,,,,2,1,2,,,,,2,1,,,,2,,1,,,2,,1,,1,,,,2,,,2,1,,2,1,,,,,2,1,,,,,1,2,,2,1,,,,,,,1,2,,2,,,1,1,2,,,,,,1,,2,1,,2,,,,2,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",2,1,4,3,0,0,0,0,0,0,0,1,"__NA__",1,3,2,1,2,"__NA__",2,2,2,2,2,2,5,2,"__NA__",10,4,1,"__NA__",0,0,0,0,1,0,7,11,"__NA__",2,3,4.1597
840,6,4,9,1,,6,4,9,1995,1,2,1,1,10,6,,1,2,,,,,1,,2,1,,,2,,,,1,,2,2,1,,,,1,2,,,,1,,,,2,1,,,2,,1,,2,,,,,,1,2,1,2,,,,2,,,1,,,,,2,1,,,,1,2,,1,2,,,,,2,,1,2,,1,,,0,0,22,0,0,29,0,0,0,0,0,0,49,0,0,0,0,0,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,1,1,0,0,0,0,0,0,0,1,"__NA__",2,3,2,1,3,"__NA__",3,3,2,1,2,2,5,1,"__NA__",9,3,1,"__NA__",0,0,0,0,0,1,4,2,"__NA__",2,4,3.9762
840,21,3,6,1,,21,3,6,1948,5,2,1,2,9,5,,2,1,,,1,,2,,,1,,,,2,,1,,,2,2,,1,,,,,2,1,,,1,2,,,,,,1,2,2,1,,,,1,,2,,,,2,1,,,2,,,,1,1,2,,,,1,,,2,,,,,2,1,,2,1,,,1,,2,,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",6,2,4,3,0,0,1,0,1,0,0,0,"__NA__",2,3,2,1,1,"__NA__",1,1,1,2,1,2,3,2,"__NA__",3,1,2,"__NA__",0,1,0,0,0,0,1,1,"__NA__",1,5,0.6178
840,6,4,9,1,,6,4,9,1965,3,2,1,3,5,3,2,1,,,,,1,,,2,,1,,,2,1,,2,,,,,,1,2,1,,2,,,,,,2,1,2,,1,,,2,,,,1,,,1,,2,,1,,2,,2,1,,,,,2,1,,,1,,2,,,,1,,,2,,1,2,,,1,,,,2,0,0,38,0,30,22,0,0,0,0,0,0,0,10,0,0,0,0,3,1,1,"__NA__",1,1,"__NA__",3,"__NA__",4,3,3,2,0,0,0,1,1,0,0,0,"__NA__",2,4,2,1,1,"__NA__",1,1,1,2,2,2,4,1,"__NA__",4,2,2,"__NA__",0,0,0,0,1,0,1,11,"__NA__",2,4,0.7763
840,9,1,1,1,,9,1,1,1966,3,2,1,2,5,3,1,,,2,,2,1,,,,,1,2,,,,1,2,,,,2,1,,,1,2,,,,2,,1,,,2,,1,,,,1,,2,,2,,1,,,2,1,,,,2,1,,,,1,,,,2,2,,,,1,,1,,,2,2,,,,1,,,2,,1,30,0,0,10,10,1,0,10,10,9,10,0,10,0,0,0,0,0,2,1,3,"__NA__",1,1,"__NA__",1,"__NA__",2,1,3,2,0,0,0,0,0,0,0,1,"__NA__",1,6,4,2,1,"__NA__",1,1,1,2,1,1,1,2,"__NA__",10,4,1,"__NA__",0,0,0,0,1,0,2,9,"__NA__",2,6,0.6812
840,36,1,2,1,,36,1,2,1985,2,2,1,1,9,1,1,,,,2,2,1,,,,,,2,,1,,,1,2,,,2,1,,,1,,,,2,,,,2,1,,1,,,2,,,2,1,,1,,2,,,,,1,2,,1,2,,,,,,1,,2,,,1,2,,,1,,2,,,1,,2,,,1,,,2,13,0,36,0,0,0,4,10,5,8,0,0,4,7,4,0,6,3,1,1,1,"__NA__",1,1,"__NA__",3,"__NA__",5,3,1,1,0,1,0,1,1,0,0,0,"__NA__",1,6,4,2,1,"__NA__",1,1,1,2,1,1,1,1,"__NA__",9,3,1,"__NA__",1,1,0,0,0,0,1,1,"__NA__",1,2,1.1338
840,55,2,3,1,,55,2,3,1986,2,2,1,2,7,5,2,,,,1,,2,,,1,,2,,1,,,2,,1,,,2,,,1,,2,,,1,2,,,1,,,1,2,,,2,,,,1,1,2,,,,2,,1,,,,,2,1,,2,,1,,,,2,,1,,,2,,,1,2,1,,,,2,,,1,,0,0,0,0,0,3,0,0,0,0,14,0,0,0,28,12,43,0,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,5,3,0,0,0,0,0,0,0,1,"__NA__",1,4,2,1,2,"__NA__",2,2,2,1,1,2,6,2,"__NA__",9,3,1,"__NA__",0,0,0,0,1,0,3,11,"__NA__",2,6,0.5898
840,42,1,2,1,,42,1,2,1933,5,2,1,2,10,5,2,1,,,,2,,1,,,,2,1,,,1,,,,2,2,,,,1,2,1,,,,2,1,,,,,,,1,2,,1,2,,,1,,2,,,2,,1,,,1,,2,,,1,2,,,,,2,,,1,,2,,,1,,2,1,,,1,,2,,,0,0,0,20,0,0,0,40,20,20,0,0,0,0,0,0,0,0,1,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,5,3,0,0,1,0,0,1,0,0,"__NA__",1,6,4,2,1,"__NA__",1,1,1,2,1,2,1,2,"__NA__",8,3,5,"__NA__",0,0,0,0,1,0,1,1,"__NA__",2,2,0.6645
840,42,1,2,1,,42,1,2,1965,3,2,1,3,10,1,,,2,1,,2,1,,,,,2,1,,,,2,,1,,1,2,,,,2,,,,1,2,,,1,,2,1,,,,2,,1,,,2,,,1,,2,1,,,,,,,1,2,,2,1,,,2,,,1,,,2,,,1,2,1,,,,2,,1,,,0,0,0,0,0,50,0,25,0,0,0,0,0,0,0,25,0,0,2,1,2,"__NA__",1,6,"__NA__",2,"__NA__",7,2,3,2,0,0,0,0,0,0,0,1,"__NA__",2,2,1,1,1,"__NA__",1,1,1,2,1,2,1,4,"__NA__",97,6,1,"__NA__",0,0,0,1,0,0,2,2,"__NA__",2,4,1.1718
840,6,4,9,1,,4,4,8,1971,3,2,1,1,10,2,1,,,2,,1,2,,,,,2,,1,,,2,,,1,2,,,,1,,,,2,1,1,,,2,,2,,,1,,1,2,,,,,,1,2,,1,,,,2,1,2,,,,2,,1,,,1,2,,,,,2,,,1,1,,2,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,0,9,5,43,0,12,0,31,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,1,1,0,0,0,0,0,0,0,1,"__NA__",2,5,3,2,1,"__NA__",1,1,1,2,1,2,6,2,"__NA__",7,3,1,"__NA__",0,0,0,0,1,0,1,2,"__NA__",2,5,0.9675
840,6,4,9,1,,6,4,9,1944,5,2,1,1,10,1,2,,,,1,,1,2,,,,1,,,2,,1,,,2,,,2,1,,1,,,2,,,,1,,2,2,,1,,,1,,2,,,,2,,,1,1,,,2,,1,,2,,,1,,2,,,,2,1,,,,1,,,2,2,1,,,,,2,1,,,65,0,0,0,5,5,0,0,0,0,0,5,5,0,5,5,5,0,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,1,1,0,0,0,0,1,0,0,0,"__NA__",2,6,4,2,1,"__NA__",1,1,1,2,1,2,4,1,"__NA__",10,4,5,"__NA__",0,0,0,0,1,0,1,11,"__NA__",2,5,0.6372
840,18,2,3,1,,18,2,3,1948,5,2,1,2,8,5,2,1,,,,2,1,,,,,1,2,,,2,,,,1,,,2,,1,1,2,,,,,1,2,,,,,2,,1,2,,,,1,,,,1,2,2,1,,,,2,1,,,,,2,1,,,1,,2,,,,,,2,1,,2,,,1,1,,2,,,0,0,0,0,0,0,0,48,0,0,0,0,0,0,52,0,0,0,1,1,2,"__NA__",1,3,"__NA__",3,"__NA__",5,3,4,3,0,0,0,0,0,0,0,1,"__NA__",2,3,2,1,1,"__NA__",1,1,1,2,1,2,1,3,"__NA__",8,3,5,"__NA__",0,0,0,0,1,0,1,1,"__NA__",2,4,0.6048
840,24,3,5,1,,24,3,5,1965,3,2,2,1,9,5,,,1,2,,1,,,2,,,2,1,,,,,2,,1,,2,,1,,,,1,2,,1,,,2,,1,2,,,,2,,1,,,,2,,,1,1,,,,2,,,2,,1,1,,,2,,1,,2,,,2,,,1,,1,,,,2,2,,,,1,2,0,0,37,39,0,0,0,0,0,21,0,0,0,0,0,1,0,4,1,1,"__NA__",1,1,"__NA__",1,"__NA__",1,1,6,2,0,0,0,0,0,0,0,1,"__NA__",2,2,1,1,2,"__NA__",2,2,2,2,1,1,1,1,"__NA__",6,2,6,"__NA__",0,0,0,0,1,0,4,11,"__NA__",1,5,0.8452
840,48,3,7,1,,48,3,7,1968,3,2,1,2,10,5,1,2,,,,1,,2,,,2,,1,,,,,1,,2,,2,,1,,2,,,1,,1,,2,,,,,,1,2,2,,1,,,,1,2,,,1,2,,,,2,,1,,,1,2,,,,1,,,2,,,,,2,1,,2,,,1,,1,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,2,1,2,"__NA__",1,2,"__NA__",3,"__NA__",5,3,3,2,0,0,0,0,0,0,0,1,"__NA__",1,4,2,1,2,"__NA__",2,2,2,2,1,2,1,2,"__NA__",6,2,1,"__NA__",0,0,0,0,1,0,1,1,"__NA__",1,2,2.0087
840,17,2,3,1,,17,2,3,1952,5,2,1,2,6,5,,2,1,,,1,,,2,,,2,,1,,,,,1,2,2,,1,,,,,2,1,,1,,2,,,2,,,1,,2,,1,,,,1,2,,,,2,,1,,2,,,,1,,2,1,,,1,2,,,,,2,,,1,2,1,,,,2,1,,,,69,0,0,0,0,0,0,28,0,0,0,0,0,0,0,3,0,0,2,1,7,"__NA__",1,2,"__NA__",3,"__NA__",5,3,4,3,0,0,0,0,1,0,0,0,"__NA__",1,6,4,2,1,"__NA__",1,1,1,2,1,2,2,2,"__NA__",9,3,1,"__NA__",0,0,0,0,1,0,1,1,"__NA__",2,4,0.4446
840,37,3,5,1,,37,3,5,1971,3,2,1,1,10,6,,1,2,,,1,,,2,,1,,2,,,,,1,,2,1,,2,,,,2,1,,,1,2,,,,1,,,,2,1,,2,,,,2,,,1,1,,,,2,,,1,2,,,1,2,,,1,,2,,,,,2,1,,1,,,2,,,,1,2,,41,0,0,0,48,0,0,0,0,0,0,0,0,11,0,0,0,0,5,1,1,"__NA__",1,1,"__NA__",1,"__NA__",2,1,6,2,0,0,0,0,0,0,0,1,"__NA__",2,4,2,1,2,"__NA__",2,2,2,2,1,1,1,1,"__NA__",8,3,7,"__NA__",0,0,0,0,1,0,2,12,"__NA__",1,7,0.6103
840,6,4,9,1,,6,4,9,1986,2,2,2,1,9,3,2,,1,,,1,,,2,,,,,2,1,,1,,,2,,,,1,2,1,,,2,,,,2,1,,1,,,,2,2,,,1,,,,1,2,,1,,2,,,,,,1,2,2,,,1,,1,2,,,,2,1,,,,2,,,,1,1,,,,2,0,16,17,0,0,16,10,0,0,19,13,3,0,0,0,0,6,0,2,1,2,"__NA__",1,2,"__NA__",2,"__NA__",7,2,2,1,1,0,0,1,0,0,0,0,"__NA__",1,1,1,1,1,"__NA__",1,1,1,2,1,1,1,1,"__NA__",10,4,2,"__NA__",1,1,0,0,0,0,2,1,"__NA__",1,2,1.0988
